Carimbo de data/hora,Em qual instituição você está fazendo pós graduação?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição),De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina (Paulo Justiniano e/ou Walmes Zeviani)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Qual o seu sexo?,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Com quem você mora?,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?,"Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Você pratica atividade física regularmente?,Quantas vezes por semana você se exercita?,Qual atividade você pratica?,Você teve ao menos um teste positivo para covid-19?,Você conhece alguém que já foi infectado pela covid-19?,Você faz parte do grupo de risco?,"Dentre as pessoas que você convive regularmente (mesmo em tempos de pandemia), há ao menos uma pertencente ao grupo de risco?",Você foi vacinado contra a covid-19?,Quais das medidas a seguir você considera eficazes na prevenção à covid-19?,E quais das medidas você efetivamente segue para fins de prevenção?,Como a pandemia afetou sua renda?,Como a pandemia afetou seus estudos/pesquisa?,"Caso você seja estudante de pós graduação, como a pandemia afetou seu aprendizado?",Você aprova o formato remoto de ensino?,Você sente mais dificuldades no formato remoto quando comparado ao presencial?,"Caso você seja estudante de pós graduação, você acha que a pandemia vai afetar o tempo de conclusão do seu curso?",Como você avalia as medidas tomadas pelas autoridades para evitar o colapso do sistema de saúde?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
16/03/2021 10:37:33,UTFPR,,Mestrado Acadêmico,Ciências Exatas,2019,IFPR,"Iniciação científica, Monitoria",,,,0,CNPQ,1,0,Sim,Excel ou similares,Certamente sim,7,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,180,90,08/05/1998,Bolsista em tempo integral,Com outros familiares,0,Curitiba,B (carro),Transporte público,60,3,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Twitter, Instagram",Não,1,Caminhada,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Não afetou,Estudei menos que o normal,Afetou pouco,Não sei dizer,Não,Sim,,22,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
16/03/2021 10:41:46,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2012,UFPR,"Iniciação científica, Projeto de extensão",,,,0,Não,0,0,Sim,Excel ou similares,Não sei ainda,5,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,167,76,29/05/1988,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Curitiba,B (carro),Carro/moto próprio,16,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Não,0,Nenhuma,Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Não afetou,Não afetou,,Sim,Sim,Não se dizer,,29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
16/03/2021 10:48:00,UNIOESTE,,Doutorado,Ciências Exatas,2003,FARESC,Não participei,2013,2015,UFMS,3,Não,1,0,Não,Nunca usei,Não sei ainda,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,E-mail do meu programa.,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Masculino,175,89,07/10/1968,Trabalho com carteira assinada/Vínculo Formal,Com outros familiares,3,Curitiba,B (carro),Carro/moto próprio,40,0,"Cachorro, Outro",Não toco nenhum instrumento,"Twitter, Linkedin",Sim,3,"Caminhada, Pilates",Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou pouco,Estudei mais que o normal,Afetou pouco,Sim,Sim,Sim,,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
16/03/2021 10:55:31,UFPR,BL - Ciências Biológiccas,Mestrado Acadêmico,Ciências Biológicas,2019,UFPR,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",,,,0,CAPES,1,4,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,168,58,17/10/1998,Bolsista em tempo integral,Com amigos,1,Outro Estado,B (carro),A pé,20,4,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,5,Pilates,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Estudei menos que o normal,Afetou moderadamente,Sim,Sim,Sim,,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",41
16/03/2021 10:55:38,UTFPR,,Mestrado Acadêmico,Ciências Exatas,2007,UFSC,Não participei,,2021,UTFPR,0,Não,1,8,Sim,R,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,E-mail da minha instituicao de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,160,63,20/03/1980,SERVIDOR PUBLICO,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Curitiba,A e B (moto e carro),Carro/moto próprio,30,1,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,4,"Caminhada, Ciclismo, FUNCIONAL",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei mais que o normal,Afetou pouco,Sim,Não sei dizer,Sim,,30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
16/03/2021 11:05:36,UFPR,SP - Palotina,Doutorado,Ciências Biológicas,2010,UEM,"Iniciação científica, Projeto de extensão",2013,2015,UTFPR,2,Não,1,2,Sim,"R, SAS, Minitab, Matlab",Certamente sim,10,Conseguir um emprego.,Pelo(a)  orientador(a),Não,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,167,64,24/09/1988,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,300,5,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,3,"Caminhada, Corrida, Musculação",Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Vacinação, Tratamento precoce (de qualquer espécie)","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Vacinação, Tratamento precoce (de qualquer espécie)",Afetou pouco,Estudei mais que o normal,Afetou muito,Sim,Sim,Não,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
16/03/2021 11:18:39,UTFPR,,Doutorado,Ciências Exatas,2015,UTFPR,"Iniciação científica, Projeto de extensão",2015,2017,UTFPR,3,Não,2,0,Sim,"Excel ou similares, Matlab",Certamente sim,8,Conseguir um emprego.,Divulgação pelo programa de pós-graduação,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,179,90,04/03/1992,Pesquisador voluntário a espera de bolsa.,Com os pais,0,Curitiba,B (carro),A pé,40,0,Não possuo,"Violão, Guitarra, Contrabaixo","Facebook, Twitter, Instagram, Linkedin",Sim,5,"Caminhada, Musculação, Natação",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Estudei mais que o normal,Afetou pouco,Sim,Não,Não se dizer,,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",38
16/03/2021 12:01:56,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2010,UFPR,Iniciação científica,2021,2023,,0,Não,1,1,Não,"Excel ou similares, Matlab, Octave",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,198,98,17/05/1979,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,25,2,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",Não,5,"Caminhada, Musculação",Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Não afetou,Não afetou,Não sei dizer,Sim,Não se dizer,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
16/03/2021 12:02:22,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2010,UFPR,Iniciação científica,2021,2023,,0,Não,1,1,Não,"Excel ou similares, Matlab, Octave",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,198,98,17/05/1979,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,25,2,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",Não,5,"Caminhada, Musculação",Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Não afetou,Não afetou,Não sei dizer,Sim,Não se dizer,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
16/03/2021 13:23:27,UFPR,CH - Humanas,Mestrado Acadêmico,Ciências Humanas,2020,UP,"Iniciação científica, Monitoria, Projeto de extensão",,,,0,Não,1,0,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,178,68,18/08/1998,Trabalho ocasional,Com os pais,1,Curitiba,Não,Transporte público,60,4,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Outras",Não,2,Caminhada,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei menos que o normal,,Não,Sim,,,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
16/03/2021 13:41:27,UNIOESTE,,Doutorado,Ciências Exatas,2011,UEL,Projeto de extensão,2013,2015,UEL,3,Não,1,12,Não,Nunca usei,Não sei ainda,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,182,71,29/04/1982,Trabalho com carteira assinada/Vínculo Formal,Sozinho,2,Interior do Paraná,B (carro),Carro/moto próprio,180,0,Cachorro,Não toco nenhum instrumento,Facebook,Sim,3,Musculação,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais)",Afetou moderadamente,Não afetou,Afetou moderadamente,Sim,Não,Não,,27,"A da esquerda se chama Bouba, a da direita se chama Kiki.",35
16/03/2021 13:50:31,UFPR,SD - Saúde,Doutorado,Ciências Humanas,2016,ufpr,Não participei,2014,2016,UFPR,2,CAPES,1,1,Não,Nunca usei,Não sei ainda,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,175,84,15/09/1956,Bolsista em tempo integral,Com outros familiares,4,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,40,0,Cachorro,Violão,"Facebook, Instagram, Linkedin, Outras",Não,0,vez em quando ando de bike,Não,Não,Sim,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Extinguiu minha renda,Não afetou,Não afetou,Não,Sim,Não se dizer,,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",19
16/03/2021 13:53:57,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2009,UFRJ,"Iniciação científica, Monitoria",,,,2,Não,1,0,Não,Nunca usei,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,178,57,06/07/1984,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,B (carro),Carro/moto próprio,15,5,Cachorro,Não toco nenhum instrumento,Instagram,Não,0,Caminhada,Não,Sim,Não,Não,Sim,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou muito,Estudei mais que o normal,Afetou moderadamente,Sim,Sim,Sim,,32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
16/03/2021 13:57:39,UFPR,CT - Ciências da Terra,Doutorado,Ciências Exatas,2009,UFOP,"Iniciação científica, Monitoria",2014,2017,UFRGS,2,Não,2,50,Sim,"R, Minitab, Statistica, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,172,79,22/02/1985,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,7,Outro Estado,A e B (moto e carro),Carro/moto próprio,0,5,Cachorro,Violão,Linkedin,Sim,5,"Caminhada, Natação",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais)",Afetou pouco,Estudei menos que o normal,Afetou moderadamente,Sim,Sim,Não,,26,"A da esquerda se chama Bouba, a da direita se chama Kiki.",34
16/03/2021 14:55:29,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2017,UFJF,"Iniciação científica, Treinamento profissional",2018,2020,UFJF,3,Não,1,0,Sim,"R, Statistica, Excel ou similares",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,162,45,01/11/1993,desempregado,Com os pais,1,Outro Estado,B (carro),Serviço fretado de van/ônibus,35,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,5,Musculação,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou muito,Não afetou,Não afetou,Sim,Não sei dizer,Não,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",39
16/03/2021 15:51:36,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2015,UNOESC,"Monitoria, Projeto de extensão, CA",,,,1,Não,1,1,Sim,"SPSS, Excel ou similares",Certamente sim,5,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,175,69,06/04/1992,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Outro Estado,A e B (moto e carro),Carro/moto próprio,25,0,Cachorro,Outro,"Facebook, Instagram, Linkedin, Outras",Sim,7,"Corrida, Musculação, Natação, Jiu jitsu, skate",Não,Sim,Não,Sim,Sim,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação",Afetou pouco,Estudei mais que o normal,Afetou pouco,Não sei dizer,Sim,Não se dizer,,21,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
16/03/2021 15:58:02,UFPR,"AC - Artes, Comunicação e Design",Doutorado,Ciências Humanas,2004,UEMG,Não participei,2012,2014,UFMG,0,Não,0,8,Sim,Excel ou similares,Não sei ainda,10,Aumento salarial e oportunidades mais promissoras.,Por alguma outra mídia social da UFPR,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,180,63,10/07/1978,Funcionário público,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,B (carro),Avião ,180,0,Não possuo,"Violão, Guitarra","Facebook, Instagram, Linkedin",Sim,3,Ciclismo,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou muito,Estudei mais que o normal,Afetou pouco,Sim,Não,Não se dizer,,20,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
16/03/2021 15:58:10,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2018,UFPR,"Iniciação científica, Monitoria, Projeto de extensão",,,,0,Fundação Araucária,1,0,Sim,"R, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,161,60,04/03/1994,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Curitiba,B (carro),Carro/moto próprio,20,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin, Outras",Não,0,Nenhuma,Não,Sim,Sim,Sim,Sim,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou moderadamente,Estudei menos que o normal,Afetou muito,Não sei dizer,Não sei dizer,Não,,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
16/03/2021 16:00:35,UNILA,,Mestrado Acadêmico,Ciências Exatas,2020,UnB,"Iniciação científica, Monitoria, Projeto de extensão",,,,0,PROBIU,2,0,Sim,Excel ou similares,Não sei ainda,8,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,159,70,31/03/1991,Bolsista em tempo integral,Com os pais,10,Outro Estado,B (carro),Carro/moto próprio,15,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Não,0,Nenhuma,Não,Sim,Sim,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou muito,Estudei mais que o normal,,Sim,Não,Não se dizer,,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
16/03/2021 16:26:57,UFPR,CH - Humanas,Doutorado,Ciências Humanas,2011,UPB (Colômbia),Monitoria,2014,2014,FUKL (Colômbia),2,CAPES,2,3,Sim,"SPSS, Excel ou similares",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,176,90,25/10/1982,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",2,Outro País,Não,Transporte público,30,0,Não possuo,Guitarra,"Facebook, Twitter, Google+, Instagram, Linkedin",Não,0,Nenhuma,Não,Não,Não,Não,Não,"Uso de máscaras, Uso de luvas, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Extinguiu minha renda,Não afetou,Não afetou,Sim,Não sei dizer,Sim,,21,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
16/03/2021 16:49:22,UENP,ET - Exatas,Doutorado,Ciências Exatas,2003,UNOPAR,Não participei,2009,2011,UEM,2,Não,1,0,Não,Nunca usei,Não sei ainda,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,179,98,11/05/1978,Trabalho com carteira assinada/Vínculo Formal,Com outros familiares,1,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,360,0,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,6,"Corrida, Ciclismo, Musculação",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos",Afetou muito,Estudei menos que o normal,Afetou pouco,Sim,Não sei dizer,Não se dizer,,18,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
16/03/2021 16:50:02,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2020,UDESC,Projeto de extensão,,,,0,Não,1,0,Sim,"Minitab, Excel ou similares, Matlab",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,170,81,03/11/1995,Não trabalho no momento.,Com os pais,1,Interior do Paraná,A e B (moto e carro),Bicicleta,20,5,Não possuo,Não toco nenhum instrumento,"Twitter, Instagram, Linkedin",Sim,3,"Caminhada, Corrida, Musculação, Futebol",Não,Sim,Sim,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou pouco,Não afetou,Afetou moderadamente,Não sei dizer,Sim,Não se dizer,,26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
16/03/2021 17:08:19,UFPR,CT - Ciências da Terra,Mestrado Acadêmico,Ciências Exatas,2020,UTFPR,"Iniciação científica, Monitoria, Projeto de extensão",2021,2023,UFPR,1,CAPES,1,0,Sim,"Minitab, Statistica, Excel ou similares, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,170,89,11/06/1994,Bolsista em tempo integral,Sozinho,3,Região metropolitana,A e B (moto e carro),Carro/moto próprio,30,2,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",Sim,4,"Ciclismo, Musculação",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Vacinação","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos",Prefiro não responder,Não afetou,Afetou pouco,Não sei dizer,Sim,Não se dizer,,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
